Sample File,C:\Users\Marduk\Documents\SMPS_data\r20161122_SMPS.6.7.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3775 Low Flow
Gas Viscosity (kg/(m*s)),1.822e-005
Mean Free Path (m),6.642e-008
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
1022,11/24/16,09:53:50,,1262.32,1340.92,1511.14,1421.58,1629.06,924.088,1042.89,1137.26,909.236,980.332,1492.1,1653.82,1976.31,2567.32,3069.43,3659.56,4156.11,4845.14,5271.62,5121.63,6031.56,6020.28,5798.42,5809.14,6664.67,6033.51,6443.59,6405.07,5932.93,5660.62,5586.2,5569.8,5565.72,5076.62,5139.37,4775.37,4951.75,4210.96,4514.35,3798.73,4812.2,4112.09,3790,3998.34,3582.37,3010.17,3084.72,2887.58,2714.52,2688.92,2785.76,2339.62,2240.89,1950.21,1745.19,2033.44,1908.84,1775.92,1498.46,1369.88,1174.73,1659.54,1109.11,1103.21,1127.06,1342.71,1014.88,779.804,663.158,617.225,526.53,477.119,446.922,441.747,366.757,457.227,130.512,169.597,157.672,178.186,132.722,26.8777,54.793,36.7397,47.6926,86.6506,29.4849,59.7975,0,0,0,0,0,33.1684,0,0,0,0,0,0,0,37.9179,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,64.9622,83.1869,69.7738,51.397,1.76747,3512.18,
1023,11/24/16,09:56:20,,2864.04,3178.75,2446.05,3114.6,2847.65,2845.09,3235.47,2887.9,3875.65,3570.17,3364.03,4255.89,4124.05,4865.81,5554.35,5243.33,6077.93,6011.82,6009.63,6511.4,6150.15,5734.48,6158.16,6445.7,5787.6,6729.12,6585.58,5961.16,6299.41,5636.36,5901.35,5107.26,4795.29,4400.25,4467.22,4338.43,4618.22,3643.88,2967.6,3334.72,2836.36,2051.24,1968.67,2001.59,1711.42,1649.88,1660.12,1422.13,1253.15,1388.27,961.206,1022.05,1136.49,862.344,927.684,767.65,740.999,689.85,588.095,559.939,717.637,521.723,595.16,409.93,426.567,377.341,288.879,369.218,211.435,337.382,246.224,277.798,220.576,114.028,25.6665,259.509,82.087,25.1364,102.354,26.0575,0,26.8777,54.793,0,56.6129,10.5356,18.73,5.98063,54.9789,0,0,0,32.6581,33.1684,0,0,35.0913,0,1.65957,34.9176,0,0,38.2592,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,51.358,63.1724,53.7215,53.2798,1.69853,3440.37,
1024,11/24/16,09:58:49,,589.51,592.708,697.268,654.179,392.569,503.377,603.255,586.115,701.889,889.677,989.013,675.151,599.033,1035.63,1187.69,1310.63,1526.94,1168.01,1237.61,1186.79,1248.83,1360.32,1373.61,1444.73,1361.16,1487.24,1422.41,1319.87,1286.44,1110.36,1098.59,1466.53,1373.64,1360.94,1197.11,1510.24,1326.52,1394.31,1081.51,1148.63,965.576,1088.01,1137.96,908.88,930.929,854.68,878.364,945.014,873.728,940.584,766.016,812.595,747.65,733.675,825.453,984.695,759.398,953.379,1055.03,733.236,822.224,862.943,950.08,802.465,1125.19,707.368,735.176,765.78,739.194,556.591,591.039,208.86,393.432,383.268,368.007,291.349,248.456,295.126,108.982,91.6445,113.908,32.0317,60.4251,22.1931,105.731,133.717,107.185,0,1.27003,29.7007,31.4475,0,32.6581,33.1684,0,0,35.0913,0,0,0,37.2502,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,74.0497,104.247,79.7022,38.5423,2.05745,1144.03,
1025,11/24/16,10:01:19,,2090.78,2031.39,2530.89,2658.18,3381.09,3534.35,3470.77,3627.61,4815.71,4664.07,5036.9,4982.47,5031.09,5440.06,4697.54,5266.22,4454.9,4704.67,4093.43,3674.18,3953.35,3734.92,3276.84,3141.49,3686.07,3214.59,3892.34,3875.02,4198,4243.93,4423.65,4403.56,3994.54,3610.65,3397.86,3098.78,3121.58,2631.11,2527.18,2079.06,1881.56,2075.6,1841.62,1593.61,1615.18,1386.06,1314.49,962.572,1333.57,1098.29,1232.51,912.404,862.669,986.059,1141.02,724.453,1206.14,974.656,1005.33,677.741,660.534,859.161,668.797,816.094,680.652,551.237,664.075,397.264,459.865,288.917,340.933,375.39,154.113,184.526,159.166,73.259,74.5368,94.0348,113.123,47.8989,47.9985,5.15403,0,27.9361,0,28.8835,0,29.8987,0,0,0,0,0,0,0,0,35.0913,0,0,36.6058,0,0,0,26.4304,12.65,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,49.0249,65.6507,53.5415,34.5989,1.81107,2866.1,
1026,11/24/16,10:03:49,,437.477,513.533,702.074,691.811,1088.65,1328.78,2371.05,2836.12,2996.46,2950.31,2917.35,2808.86,2960.76,2805.42,3956.89,3837.93,3436.07,3957.63,3593.76,3699.51,3502.42,2814.59,2334.12,2350.13,3167.31,2435.18,2265.1,2265.05,2090.7,2881.34,2909.81,2424.51,2435.24,3233.97,3272.85,3067.63,3664.69,3719.28,3708.11,3168.12,3554.22,3316.81,3352.5,2922.23,3338.53,2775.32,2670.79,2879.24,2769.16,2302.01,2350.74,2427.54,2316.4,1872.79,1697.89,1927.24,1539.6,1611.65,1402.71,1341.82,1585.22,1172.7,1039.14,972.704,891.099,908.612,654.515,774.386,596.703,464.262,473.472,360.137,205.436,266.016,121.7,193.671,198.765,100.546,51.1771,52.115,26.5443,53.7553,27.3965,27.9361,0,57.7671,29.4849,0,30.5443,0,0,32.1635,32.6581,18.385,15.1392,0,0,0,1.65957,34.9176,37.2502,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,69.7669,85.0237,69.3493,39.9542,1.87186,2616.84,
1027,11/24/16,10:06:18,,2531.34,2863.15,2565.47,2848.04,3065.47,3044.12,3235.33,4016.89,3994.74,4731.32,3889.49,3731.96,4514.94,5213.92,4911.04,5187.53,4968.28,4046.35,4328.81,4124.16,3639.69,5068.87,4136.59,4342.6,4004.64,3390.74,3323.11,2804.11,3052.85,2780.44,2037.22,1994.46,2058.48,1782.07,1805.39,1265.32,1318.55,1567.5,1690.26,1429.58,1119.02,1152.17,1297.43,1229.41,1223.66,793.601,887.403,1006.6,823.531,890.053,1019.53,779.828,781.522,691.096,641.726,597.32,765.55,695.536,501.585,407.188,625.232,584.901,449.199,561.053,337.49,512.721,354.644,325.715,241.728,212.17,246.284,182.019,136.528,137.039,232.849,88.5713,131.778,25.1364,55.3174,73.9564,26.5443,80.633,0,0,28.3065,28.8835,0,0,30.5443,30.9892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4531,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,43.4901,59.9948,48.9413,34.5989,1.78177,2412.33,
1028,11/24/16,10:08:48,,2648.36,2412.16,3104.72,2805.15,3356.39,3087.76,3422.06,4376.99,4350.82,3642.23,4578.54,4196.85,5275.96,5130.73,5358.13,5004.03,5445.98,6099.05,5681.96,5687.84,5418.69,5617.82,5960.45,5892.1,5463.33,5166.85,5664.36,5601.66,5657.33,5358.43,5029.7,5088.63,5109.07,4990.43,4528.33,5219.7,4364.11,4734.14,4352.91,4051.47,3449.8,3695.33,3773.53,3030.46,3291.46,2795.76,3063.97,2600.14,2567.14,2329.38,2333.21,2061.21,2322.04,2129.12,1962.18,1901.74,1525.46,1606.94,1644.76,1400.48,1294.5,1403.8,1166.64,1390.93,1194.38,1072.76,1081.1,819.768,795.568,670.164,681.926,614.993,311.551,312.037,416.023,203.249,195.304,263.632,138.711,152.129,53.0886,81.6326,141.596,78.0654,67.0187,104.916,38.5759,50.5789,31.8143,29.7007,0,0,32.6581,33.1684,33.9668,34.5198,35.0913,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,56.9322,75.7514,61.1989,39.9542,1.86185,3960.08,
1029,11/24/16,10:11:17,,2610.04,2683.8,3367.7,3130.33,3776.03,3463.26,4107.73,4515.48,4281.47,4095.54,4698.08,5031.84,5056.24,4467.75,4594.68,3804.24,4024.25,3626.85,3528.73,3472.31,2900.51,3141.74,2701.5,3239.26,2578.87,2278.12,2260.14,2215.86,2105.43,1975.15,1928.8,1645.43,1743.04,1763.33,1285.07,1383.76,1378.01,1378.26,1082.6,1017.07,1330.89,834.576,1422.16,1437.43,1392.85,1452.62,1746.28,1585.1,1764.21,1525.06,1829.34,1837.15,1544.72,1421.06,1538.48,1698.51,1611.72,1442.95,1259.68,1159.48,1305.36,1115.81,1001.07,913.149,1133.21,1236.27,913.668,1094.68,661.22,1023.42,780.337,383.389,457.45,413.166,291.416,274.821,338.093,288.615,273.282,152.129,106.177,26.8777,54.793,55.8722,38.7123,47.1491,29.4849,89.6962,0,82.7195,41.8471,32.1635,0,33.1684,0,0,35.0913,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,45.435,76.9299,56.7749,33.3762,2.07826,2545.26,
1030,11/24/16,10:13:47,,455.879,377.714,478.114,611.912,1211.79,1010.49,872.267,1574.44,1920.45,1861.22,1988.83,2600.82,2988.3,3155.69,3244.67,3794.57,3547.08,4255.99,4329.68,4499.94,5181.8,4896.98,4879.51,5131.83,5494.77,5249.54,5721.85,5807.06,6210.89,5751.74,5111.59,5171.3,5151.64,4973.64,4759.76,4618.32,4518.33,4356.73,4396.53,4081.76,3904.24,3838.99,3682.77,3192.12,4090.47,3353.25,3118.73,3174.49,2742.22,2779.31,2578.52,2399.6,1954.86,2112.16,2242.95,1844.38,1849.77,1777.1,1751.17,1456.64,1277.47,1825.57,1148.93,1355.25,998.259,1157.04,953.931,1153.74,948.69,736.939,560.613,559.495,620.934,374.474,280.866,283.928,293.42,150.218,294.73,157.232,52.1857,107.511,0,92.6119,75.9991,57.7671,58.9699,59.7975,61.0886,56.8543,36.6473,32.1635,32.6581,33.1684,0,34.5198,35.0913,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,66.7,86.3366,71.7576,59.3523,1.7898,3375.75,
1031,11/24/16,10:16:16,,1669.92,1883.1,2242.99,2004.62,2524.9,2982.88,3299.72,2995.52,3643.83,3608.74,4112.48,4532.92,4546.82,4971.81,5012.02,5505.31,5715.46,5634.18,5055.67,5607.7,5485.86,5773.28,5602.75,6172.56,5557.49,5249.5,5835.47,5670.97,5830.03,5855.31,5313.42,5229.09,5155.1,4891.45,4369.09,4710.89,4819.81,4554.19,4437.46,3671.45,3665.25,3089.5,3415.53,3172.41,3050.72,2866.81,2868.54,2616.27,2655.77,2814.33,2872.83,2355.83,2407.79,2210.88,1928.15,1782.77,1547.41,1752.96,1914.56,1383.84,1291.06,1334.06,1277.04,1024.82,1430.94,971.51,1010.59,679.602,837.045,752.648,587.217,614.993,573.068,313.503,267.408,348.08,300.97,288.015,56.241,61.3708,65.9093,107.511,142.615,58.9328,47.6926,86.6506,88.4548,59.7975,31.8143,60.6899,0,32.1635,65.3161,0,0,34.5198,35.0913,35.6823,35.9836,0,0,37.9179,38.2592,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,58.5593,78.0424,63.1391,49.5807,1.85287,3862.39,
1032,11/24/16,10:18:46,,2397.93,2717.7,2830.08,2718.89,2582.3,2680.99,4312.63,3280.45,3252.85,3727.67,4634.36,4734.76,5253.63,4738.05,5237.06,4986.26,5969.32,5981.31,5796.52,5832.03,6348.65,5885.43,7164.34,6006.91,5489.48,5852.4,5278.16,5653.42,5394.02,5717.13,5598.17,5585.52,5260.63,4682.45,4799.57,4102.89,4921.09,4288.23,4639.4,4195.53,4182.33,3794.64,3501.54,3415.99,3261.83,3384.59,3500.33,2786.23,3119.46,2947.69,2368.54,2389,2606.01,2249.47,2327.26,1436.16,1670.33,1919.4,1739.43,1387.75,1654.42,1514.69,1595.64,1150.99,1281.43,1204.84,1196.44,932.239,1072.02,905.612,681.926,729.888,404.971,270.705,265.75,88.5713,361.673,263.632,241.065,152.129,122.541,64.0634,136.983,27.9361,28.3065,86.6506,29.4849,0,30.5443,61.9784,31.4475,32.1635,0,0,0,34.5198,0,35.6823,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,58.0339,77.4302,62.6735,47.8286,1.86242,4081.36,
1033,11/24/16,10:21:15,,2765.37,2430.54,2645.1,3586.56,2992.4,3830.06,3893.35,2715.57,2671.84,2499.67,2853.48,2274.41,2384.94,1976.82,2209.8,1608.35,1794.29,1829.34,1389.4,1743.97,1697.89,1482.89,1381.31,1455.15,1399.07,1233.13,1096.96,1334.11,1111.6,1082.26,1431.21,1136.24,1731.65,1655.62,1991.49,2234.85,2616.19,2573.32,2289.59,2550.99,2974.79,2850.55,2905.06,3521.69,2889.52,2911.16,2725.78,2804.42,2403.3,2556.68,2447.23,2192.34,2150.51,2207.21,2068.7,1919.1,1541.07,1918.92,2161.32,1585.24,1457.6,1384.94,1536.96,1420.58,1298.96,1106.56,820.836,975.01,1105.64,935.929,772.814,561.544,720.123,424.6,353.538,338.973,258.829,238.649,285.614,152.129,180.72,58.9094,164.379,27.9361,56.6129,68.3027,48.2149,0,2.54005,90.3905,0,64.327,0,0,33.9668,34.5198,0,35.6823,35.9836,0,0,0,0,38.9643,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,79.0039,95.3275,71.564,26.896,2.1498,2334.48,
1034,11/24/16,10:23:45,,2523.17,2436,2954.31,2609.55,2406.87,3216.85,3797.17,3687.09,4100.48,4276.36,4316.51,4362.79,4027.84,5243.91,5535.2,5608.38,5255.95,5116.97,5405.65,6186.68,5890.78,5940.13,5863.77,6316.94,5891.24,5880.66,6034.17,6158.95,5718.23,5230.7,4875.04,4955.23,4793.5,5164.3,4813.48,4481.68,4691.92,4401.66,4299.38,4789.79,3681.6,3326.74,3826.69,3043.61,3586.64,3313.61,2990.14,3065.25,3429.75,2533.78,2740.32,2166.71,2099.04,1984.15,1946.85,1882.96,1826.25,1544.47,1593.16,1778.56,1623.61,1082.08,937.009,904.468,1057.28,915.529,948.73,998.02,1210.24,874.157,659.129,544.242,471.434,392.795,246.307,375.873,288.402,169.444,211.336,78.1726,79.633,26.8777,136.983,83.8083,56.6129,57.7671,58.9699,0,2.54005,90.3905,31.4475,0,0,0,67.9337,34.5198,0,0,0,15.988,20.9808,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,57.3474,76.4988,61.9984,49.5807,1.85532,4005.82,
1035,11/24/16,10:26:15,,1230.65,1121.77,1402.16,611.723,840.158,1546.72,1312.74,2013.26,2390.12,3379.8,3066.49,3912.55,5043.35,5191.87,5149.49,4662.54,6030.58,6269.44,6381.79,6523.95,6189.99,6520.5,6379.47,7288.54,7347.09,6111.6,6007.63,5612.2,6173.15,5822.47,5949.17,6126.15,5485.83,5190.9,5113.42,4861.22,5158.76,4595.07,4048.64,3940.42,3857.43,3964.66,3397.27,3067.56,3401.94,3418.05,2975.56,2859.72,2479.62,2261.74,2393.87,2544.61,2269.11,2021.46,1660.49,1657.77,1461.65,1242.88,936.852,1050.72,1013.65,838.895,752.454,808.146,653.18,460.205,365.636,563.372,475.314,501.087,481.177,314.216,212.362,175.731,313.766,88.5713,187.754,144.461,191.541,300.042,127.631,33.0313,26.3776,8.80359,47.6926,68.3027,48.2149,5.98063,85.5232,0,0,0,0,0,0,0,0,0,0,36.6058,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,58.5077,73.9876,62.7016,51.397,1.72522,3754,
1036,11/24/16,10:28:44,,3117.55,3146.16,2777.78,3150.51,3265.59,4379.16,4642.45,4246.74,4938.26,4179.06,4871.04,5143.02,6583.76,5984.34,5746.65,6258.6,6774.95,6814.28,7073.59,7376.55,7612.94,7441.76,7343.9,6978.78,6900.36,6591.77,7326.14,7196.89,6027.82,6479.19,6040.56,5139.12,4970.06,4214.13,4429.22,4674.18,4083.89,3170.85,3141.8,2508.23,2575.7,2305.97,2254.63,2104.48,1608.81,1769.59,1416.71,1623.61,1069.64,1622.55,1653.3,1257.85,1381.88,1527.21,1181.22,1154.99,1335.48,1025.27,1231.29,1179.24,1026.11,1129.51,667.627,912.99,836.894,787.864,789.427,808.106,585.52,730.267,443.151,502.147,471.434,585.382,413.355,571.701,168.263,339.042,219.617,226.085,159.266,134.388,54.793,0,38.7123,47.1491,29.4849,29.8987,30.5443,61.9784,0,32.1635,32.6581,33.1684,0,34.5198,35.0913,0,0,0,74.5004,37.9179,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,50.1574,68.0379,55.0139,44.5079,1.81021,4017.22,
1037,11/24/16,10:31:14,,455.879,332.44,277.454,393.79,631.523,579.855,409.235,762.85,602.651,854.406,867.495,755,1161.53,939.719,1256.32,1248.42,1166.07,1110.36,1502.52,979.197,1443.18,1395.26,1450.52,1120.1,1395.97,1156.29,1268.79,1343.42,1341.18,1503.37,1308.34,1034.3,1219.05,1289.83,1090.63,1360,963.239,1430.66,1064.29,1166.94,969.257,1186.72,970.503,977.201,1290.69,1042.39,994.612,1166.11,710.054,1034.23,809.413,862.977,746.515,732.744,748.859,698.945,671.488,732.121,462.278,573.375,477.572,721.757,338.832,430.132,441.442,435.989,395.429,421.677,396.789,256.932,329.587,258.681,75.8342,142.461,72.0249,146.518,124.228,18.6255,57.8052,39.5295,12.8207,26.8777,27.3965,27.9361,0,0,29.4849,0,0,0,31.4475,0,0,0,0,0,0,0,0,36.6058,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,68.0281,88.8771,71.7553,61.5265,1.89521,1012.3,
1038,11/24/16,10:33:43,,303.846,384.929,168.479,449.444,431.913,372.196,437.441,646.127,603.516,1125.88,610.433,775.955,740.457,991.831,936.427,1293.27,979.306,1172.63,1214.81,1018.82,1347.4,1094.38,1407.04,1379.94,1699.94,1807.12,1908.7,2053.39,1953.87,2585.42,2661.84,3495.88,2748.08,2378.83,2730.3,3305.27,2851.13,2615.16,2422.39,2873.25,2616.17,2694.81,2876,2588.03,2700.56,2682.47,2564.42,1889.4,2223.04,2098.69,2028.65,1900.09,1927.3,1493.59,1334.45,1427.99,1343.09,1143.34,976.419,860.305,796.455,930.059,951.25,1100.37,881.043,856.881,642.479,555.468,633.201,396.222,443.287,425.249,431.927,207.536,246.307,187.936,113.217,94.1881,183.26,87.4283,39.365,53.7553,60.4251,106.001,56.6129,57.7671,0,0,0,30.9892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3252,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,83.9232,100.047,84.6087,66.1169,1.77786,1718.03,
1039,11/24/16,10:36:13,,2935.37,3341.68,3399.46,3806.6,3950.43,4370.89,4945.45,4441.11,5062.04,5316.79,4996.12,5929.53,5823.99,4921.86,5432.5,5773.18,6134.92,5647.5,5708.55,4877.49,4172.51,4204.66,3825.92,3250.66,3462.69,3046.23,2009.01,2538.33,2223.31,1614.43,1741.02,1493.4,1664.13,1559.51,1586.87,1445.18,1263.45,1502.76,1018.12,1119.88,1191.76,1083.98,1168.98,1144.84,921.129,990.1,992.821,1019.2,920.511,843.885,991.189,682.018,739.284,928.031,685.783,655.743,602.662,652.575,558.581,648.893,641.024,659.738,586.895,661.364,597.134,407.058,387.299,333.619,189.283,266.536,394.051,155.177,145.899,94.974,144.05,73.259,31.1297,43.9152,0,13.4719,39.365,0,27.3965,27.9361,56.6129,0,29.4849,0,1.27003,86.555,5.19982,0,0,0,33.9668,0,0,0,0,0,0,0,0,0,35.9233,3.43368,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,39.756,57.1808,46.1782,38.5423,1.79125,2580.51,
1040,11/24/16,10:38:42,,477.583,452.733,362.296,411.435,369.414,531.771,569.263,438.82,528.282,804.109,811.964,767.59,1082.17,779.425,1206.57,874.518,1157.11,1598.32,1404.17,1676.16,1224.15,1308.85,1464.33,1595.84,1417.49,1193.58,1458,1395.65,1402.17,1699.02,1072.06,1652.92,1272.89,1285.24,1296.2,1138.17,1308.31,1084.32,1478.19,1196.12,1183.73,1412.29,1029.95,1338,893.499,945.999,1182.38,911.495,889.466,996.149,826.651,869.396,993.039,803.11,883.628,866.776,794.542,472.033,623.82,664.043,762.915,344.884,565.525,497.379,486.257,366.34,250.956,251.329,139.664,208.467,318.256,233.653,121.387,137.771,144.05,107.257,39.946,25.1364,59.4577,121.855,26.5443,53.7553,0,0,28.3065,0,58.9699,0,0,0,94.3425,0,32.6581,33.1684,0,34.5198,0,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,68.2933,89.3113,72.3744,61.5265,1.87708,1052.69,
1041,11/24/16,10:41:12,,140.287,551.591,386.429,496.157,504.981,490.223,452.852,631.258,559.661,756.485,633.668,876.76,928.481,871.712,946.365,1071.74,1136.65,1283.3,1253.32,1260.54,1552.76,1153.2,1424.73,1497.85,1561.23,983.905,1266.42,1701.78,1423.26,1559.35,1547.06,1303.37,1211.25,1441.41,1266.55,1169.02,1441.12,1066.86,930.354,1351.2,1384.03,1052.41,958.688,917.635,788.703,756.938,972.488,977.968,1008.97,909.484,693.877,799.442,922.969,779.929,455.516,775.781,817.118,561.176,603.106,532.101,541.121,618.596,351.903,396.108,610.092,353.291,422.294,374.285,381.392,263.971,363.73,250.956,197.222,131.616,150.274,16.9989,88.3711,94.1881,25.5886,0,0,0.999604,26.3776,0,28.3065,28.8835,29.4849,29.8987,0,0,0,0,0,0,0,0,35.0913,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,67.4804,88.8381,72.1253,57.2549,1.87704,1008.82,
1042,11/24/16,10:43:41,,233.812,181.093,193.816,351.523,463.935,383.696,385.842,780.187,647.918,544.856,580.983,937.668,702.412,799.309,882.432,964.887,996.212,905.666,1317.48,1056.03,1333.73,1196.16,923.048,998.565,1554.58,1433.73,1135.03,1131.48,808.443,1313.12,1046.2,1357.82,993.778,982.073,1082.31,930.907,1282.12,1025.52,919.868,1101.16,858.222,876.79,922.404,1002.61,904.104,992.041,944.842,756.171,608.04,725.074,576.43,709.919,714.645,736.454,640.565,700.001,868.629,826.184,832.355,900.613,898.837,787.221,991.616,1263.78,878.577,846.665,786.566,677.371,1016.19,510.691,443.226,457.767,332.738,343.842,422.247,193.671,248.456,201.092,153.531,91.6445,118.998,53.7553,136.983,55.8722,0,0,58.9699,0,30.5443,0,31.4475,0,0,33.1684,0,0,0,35.6823,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,78.8545,109.45,84.6027,51.397,2.04351,1000.89,
1043,11/24/16,10:46:11,,1878.45,2423.54,2341.1,1817.71,3020.86,3657.77,3036.08,3480.59,3663.37,5241.03,4854.37,4711.51,4370.43,5088.71,4908.94,5102.44,4874.49,5690.17,5836.59,5017.94,4660.27,5093.78,4652.23,3689.06,4216.09,3713.18,3184.6,2891.27,2267.49,2568.24,2478.71,2059.66,2054.03,1949.44,2372.02,2370.63,2370.59,2166.86,2695.67,2960.91,2353.29,2953.11,2690.89,2652.61,2577.29,2616.67,2605.91,2254.58,2058,2364.85,2232.34,2145.78,1746.27,1907.6,1879.96,1646.08,1699.45,1523.98,1187.67,1068.55,1152.93,1032.91,1192.22,927.926,1282.79,809.4,790.791,758.353,798.609,536.775,393.991,227.977,351.335,514.884,375.889,331.081,181.469,150.819,102.354,91.6445,161.906,90.9411,0,55.8722,28.3065,202.185,0,5.98063,85.5232,30.9892,31.4475,0,0,33.1684,0,0,35.0913,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,50.0387,75.5541,59.2418,41.4178,1.93662,3068.14,
1044,11/24/16,10:48:41,,905.102,1011.54,865.747,692,904.359,1306.13,1389.93,1291.42,2444.18,2116.15,2178.31,2131.5,1844.7,1959.77,1883.57,1791.38,1699.35,2056.56,2045.3,2208.69,2731.99,2641.18,2843.55,2739,3383.6,3367.44,3487.93,2872.39,3467.55,3377.68,3258.22,3690.69,3203.2,3481.72,3394.16,3807.67,3306.33,3188.73,3968.71,2906.56,3426.13,2187.37,2745.98,2353.87,2067.16,1955.44,1697.22,1420.06,1305.61,1513.13,1262.23,1155.49,1063.49,1035.4,792.31,744.271,830.313,679.748,751.534,688.497,526.818,508.873,316.894,610.171,280.818,481.588,400.698,356.247,437.714,158.334,208.394,206.811,23.3549,142.461,120.042,97.6786,111.951,112.967,4.14029,126.071,53.0886,107.511,38.6606,44.3863,56.6129,57.7671,0,29.8987,30.5443,0,0,32.1635,0,33.1684,0,34.5198,0,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,64.7645,77.3637,65.2254,85.0526,1.75617,2082.34,
