Sample File,C:\Users\Marduk\Documents\SMPS_data\r20160727_SMPS.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3775 Low Flow
Gas Viscosity (kg/(m*s)),1.822e-005
Mean Free Path (m),6.642e-008
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Surface
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
8.51,0,0,0,0,0,71815,0,0,0,0,0,0,0,0,0,0,64871.1,0,0,0,0,0,683088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36752.4,0,0,0,0,0,0,0,0,0,0,36752.4,0,0,0,352131,2.79951e+008,7.88608e+006,8.38784e+007,0,208501,502705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100.35,0,0,0,0,0,587462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73432.8,0,73432.8,73432.8,0,0,73432.8,0,227399,2.90778e+008,8.54727e+006,8.12142e+007,0,7100.35,220298,96574.4,0,73432.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75086.8,0,0,0,0,0,0,75086.8,0,0,204507,3.09743e+008,8.38276e+006,1.69725e+007,0,75086.8,150174,126511,0,0,0,75086.8,0,54333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339135,0,0,0,0,0,0,0,0,0,76989.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76989.4,0,163877,76989.4,0,0,0,329237,3.05196e+008,8.91006e+006,6.30854e+006,76989.4,0,163877,153979,0,0,0,0,0,21279.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78867.2,78867.2,0,0,0,0,0,0,0,0,68728.1,0,0,0,0,394336,3.13638e+008,8.38318e+006,3.95596e+006,157734,78867.2,347119,41789.2,0,0,78867.2,0,0,0,0,0,78867.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81090.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81090.6,0,0,0,0,0,0,0,318474,3.19935e+008,7.41326e+006,887152,81090.6,0,200304,38123.2,81090.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83309.1,0,0,0,0,0,0,0,609902,0,83309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89358.7,3.29099e+008,8.06098e+006,749782,26738,0,359974,0,83309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10.9,0,0,0,0,85532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85532,85532,0,0,0,231827,3.42065e+008,8.13043e+006,256596,58080.6,85532,632035,0,0,0,0,85532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 11.3,0,0,0,0,0,0,88044.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50994.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88044.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88044.8,0,0,0,0,88044.8,0,0,88044.8,0,377677,3.55485e+008,7.32545e+006,352179,88044.8,0,121958,0,0,0,0,0,0,0,0,0,0,0,88044.8,0,0,0,0,0,0,0,0,0,0,0,0,0
 11.8,0,0,90672.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90672.5,3.56002e+008,8.35455e+006,90672.5,0,0,263350,90672.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93336.5,0,0,0,0,0,0,0,0,0,0,280009,3.75632e+008,7.67574e+006,186673,0,0,186673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192649,3.76018e+008,7.59211e+006,0,96324.6,0,288974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 13.1,0,0,0,0,0,0,0,0,0,99549.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99549.9,0,0,0,3.86121e+008,7.18726e+006,0,0,0,199100,0,0,99549.9,0,99549.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102660,0,102660,0,102660,0,102660,0,0,0,0,0,0,508267,4.01886e+008,8.52273e+006,102660,0,0,97628.2,102660,0,0,0,0,0,0,0,0,0,0,0,0,102660,0,0,0,0,0,0,0,0,0,0,0
 14.1,0,0,0,0,105703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105703,0,427994,4.17175e+008,7.32319e+006,211407,0,105703,248994,0,105703,0,0,105703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14.6,0,0,0,0,0,0,0,0,0,0,0,71507.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108922,4.09265e+008,6.36571e+006,0,0,0,293372,108922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 15.1,0,0,0,0,0,0,0,0,0,0,0,38684.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225240,4.23423e+008,6.61336e+006,0,112620,0,225240,0,0,0,0,0,0,0,0,0,0,112620,0,0,0,0,112620,0,0,0,0,0,0,0,0,0
 15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116652,0,0,233304,4.3601e+008,7.93526e+006,0,0,0,428908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241621,4.46564e+008,8.7791e+006,0,0,120810,401474,0,0,0,0,80930.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120810
 16.8,0,125106,0,0,0,125106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125106,125106,124445,0,0,0,0,0,0,0,0,0,125106,4.65337e+008,7.41497e+006,0,0,0,375319,0,0,0,0,41298.3,0,0,0,0,0,0,0,0,250213,0,0,0,0,0,0,0,0,0,0,0
 17.5,0,0,0,0,0,40550.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.141,0,0,129726,0,0,0,0,0,129726,129726,4.78504e+008,8.76071e+006,129726,0,259452,689180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 18.1,0,0,0,0,0,176290,0,0,134506,0,0,0,0,0,0,0,0,0,0,0,0,134506,0,0,134506,0,0,0,0,0,0,0,0,0,0,0,0,0,134506,0,0,0,0,0,134506,0,0,0,134506,0,0,0,134506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134506,0,0,0,0,0,0,0,0,0,0,0,0,83828,0,0,0,0,0,0,0,134506,4.94065e+008,9.04403e+006,0,0,0,176290,0,0,134506,0,134506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134506,0,0,134506,0
 18.8,0,0,0,0,0,52610.6,139635,0,0,0,0,0,0,0,0,0,0,0,0,139635,139635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139635,0,0,0,0,0,0,0,0,0,139635,0,0,0,0,0,52610.6,0,0,0,0,0,0,0,139635,4.91977e+008,7.10634e+006,0,0,0,192245,0,0,0,0,0,0,0,279270,0,0,0,0,0,0,0,0,0,0,139635,0,0,0,0,139635,0
 19.5,144950,0,0,144950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144950,0,0,0,0,0,0,0,144950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144950,144950,0,0,0,0,0,0,0,144950,0,144950,0,0,32120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144950,0,0,0,0,0,0,0,144950,5.07563e+008,8.94308e+006,144950,0,144950,289899,0,0,0,144950,0,0,0,0,0,144950,0,0,144950,0,0,0,0,0,0,0,0,0,32120.1,0,0
 20.2,0,300927,150464,0,0,76537.4,150464,150464,0,0,0,0,0,0,150464,0,0,0,0,0,0,150464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267585,0,0,377465,0,150464,150464,0,0,0,0,0,0,0,0,0,0,0,0,0,150464,0,0,0,0,0,150464,300927,5.05962e+008,8.8356e+006,0,0,0,377465,150464,0,0,0,76537.4,0,0,0,0,150464,0,0,0,0,150464,0,0,0,0,0,150464,0,117122,0,0
 20.9,0,156191,312382,156191,0,232931,122960,0,0,156191,0,0,0,0,0,0,0,0,0,122960,122960,0,0,156191,0,156191,0,0,0,0,156191,0,0,0,0,0,0,0,0,0,0,0,156191,0,0,0,0,0,156191,156191,0,0,0,0,0,0,0,0,0,0,0,0,0,312382,0,0,76740.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156191,5.29668e+008,6.82108e+006,0,0,0,76740.3,0,156191,0,0,76740.3,0,0,156191,0,0,156191,0,156191,0,0,0,0,0,0,0,0,0,0,0,0
 21.7,0,0,0,0,324647,162324,34536.1,162324,0,171564,0,0,162324,0,162324,162324,0,0,0,34536.1,43776.3,0,0,0,324647,0,0,0,0,0,0,0,0,0,0,0,162324,0,0,0,0,0,162324,0,0,0,162324,486971,0,324647,0,0,0,0,9240.24,0,0,0,0,162324,162324,0,0,0,0,0,162324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811618,5.49103e+008,7.42338e+006,0,0,162324,496211,0,0,0,324647,0,0,0,0,162324,0,0,0,0,162324,0,0,0,162324,0,0,0,0,324647,0,0
 22.5,168879,0,168879,0,0,0,0,168879,0,159266,0,337758,0,168879,0,0,0,0,0,0,212861,0,0,337758,337758,0,337758,0,337758,0,168879,0,168879,0,0,0,0,0,0,0,0,0,168879,0,0,0,168879,168879,0,0,0,168879,0,0,328145,53595.6,0,0,0,53595.6,0,53595.6,168879,168879,0,0,337758,0,0,0,0,0,0,0,0,0,222475,0,0,0,0,0,0,168879,0,168879,0,0,0,0,337758,5.52482e+008,8.52783e+006,0,0,0,665903,0,0,0,0,168879,0,337758,0,0,0,0,0,0,0,0,0,53595.6,168879,0,0,168879,0,0,0,0
 23.3,175696,0,0,175696,0,451216,0,0,0,351393,175696,0,0,175696,0,0,0,0,0,0,119937,0,0,351393,0,175696,0,0,0,175696,175696,175696,0,0,0,175696,0,0,175696,0,0,99823.5,0,175696,0,0,175696,0,0,0,0,0,527089,0,0,471330,0,0,0,119937,0,119937,0,0,0,0,702785,0,0,0,0,0,0,0,0,175696,119937,0,0,0,0,0,0,0,0,0,175696,0,0,0,275520,5.79645e+008,8.99288e+006,0,0,0,175696,0,0,0,0,0,0,0,175696,0,0,0,0,0,0,0,175696,119937,0,275520,175696,0,175696,175696,0,0
 24.1,0,0,364136,329346,0,260693,147278,0,0,511414,0,182068,0,364136,0,0,182068,0,0,182068,0,0,182068,147278,0,147278,0,0,0,0,0,0,182068,182068,0,0,0,364136,0,182068,182068,78624.4,364136,182068,0,182068,0,0,0,0,0,0,0,0,364136,0,0,0,182068,0,0,0,182068,0,0,182068,910341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442761,6.00843e+008,7.88992e+006,0,0,0,728273,0,0,0,0,0,0,0,0,0,182068,0,0,0,0,182068,182068,0,182068,78624.4,0,329346,182068,0,0,0
 25.0,190001,0,950003,416307,190001,190001,36306.2,190001,0,226307,190001,0,190001,0,190001,0,0,0,0,380001,387451,570002,380001,226307,380001,416307,7449.49,197450,380001,7449.49,190001,197450,0,767452,0,0,0,0,0,190001,0,0,7449.49,197450,380001,190001,0,0,0,0,190001,190001,0,0,0,190001,0,190001,0,380001,190001,0,0,0,380001,0,957452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190001,6.15546e+008,1.04126e+007,190001,0,0,380001,0,190001,0,0,0,0,0,0,190001,0,0,380001,190001,0,0,0,0,380001,190001,0,226307,0,0,0,0
 25.9,198443,396887,0,198443,0,396887,0,396887,198443,396887,0,0,0,249760,0,0,0,198443,0,198443,389106,396887,448204,198443,51316.8,793774,389106,190663,198443,190663,396887,587550,198443,190663,198443,198443,198443,0,249760,0,0,0,190663,638867,0,0,198443,595330,51316.8,198443,595330,51316.8,0,396887,51316.8,0,0,396887,198443,0,0,0,793774,0,396887,0,2.37354e+006,0,0,0,0,0,0,0,0,0,0,198443,0,0,198443,0,198443,0,0,0,0,0,0,0,0,5.88316e+008,9.93267e+006,0,0,0,0,198443,0,198443,0,0,0,0,198443,0,0,0,0,0,198443,198443,198443,0,0,198443,0,0,0,198443,0,0
 26.9,0,0,0,207424,0,207424,0,0,414848,207424,207424,0,0,1.08027e+006,0,0,0,0,0,0,719062,207424,361209,1.03712e+006,568633,622273,414848,207424,414848,0,304213,414848,207424,414848,622273,0,96789.1,207424,361209,414848,414848,207424,304213,153785,0,96789.1,0,0,568633,207424,207424,250574,96789.1,207424,361209,207424,0,0,0,304213,414848,304213,829697,207424,207424,0,1.43812e+006,0,207424,207424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207424,6.1938e+008,1.00543e+007,0,0,0,304213,0,0,0,0,0,0,207424,304213,0,207424,0,207424,0,0,414848,0,0,414848,0,96789.1,0,414848,0,0,0
